Company Name,Size,Type of ownership,Industry,Headquarters
Adwait Algorithm,51 to 200 employees,Company - Private,IT Services,"Houston, TX"
"Netflix, Inc.",1001 to 5000 employees,Company - Public,Internet,"Los Gatos, CA"
TechNet Inc.,1 to 50 employees,Company - Private,Staffing & Outsourcing,"Alpharetta, GA"
Apple,10000+ employees,Company - Public,Computer Hardware & Software,"Cupertino, CA"
"PDS Tech, Inc.",5001 to 10000 employees,Company - Private,Staffing & Outsourcing,"Irving, TX"
Power Integrations,501 to 1000 employees,Company - Public,Electrical & Electronic Manufacturing,"San Jose, CA"
Infotree Service Inc,51 to 200 employees,Company - Private,Advertising & Marketing,"Canton, MI"
Accounting Principals,501 to 1000 employees,Company - Public,Staffing & Outsourcing,"Jacksonville, FL"
Collabera,10000+ employees,Company - Private,IT Services,"Basking Ridge, NJ"
Lorven Technologies Inc,1 to 50 employees,Company - Private,Accounting,"Plainsboro, NJ"
Crystal Equation,51 to 200 employees,Company - Private,IT Services,"Chicago, IL"
Frontend Arts,1 to 50 employees,Company - Private,Enterprise Software & Network Solutions,"Irving, TX"
Wider Circle,1 to 50 employees,Company - Private,"Health, Beauty, & Fitness","Redwood City, CA"
Poshmark,201 to 500 employees,Company - Private,Internet,"Redwood City, CA"
Artech LLC,5001 to 10000 employees,Company - Private,Staffing & Outsourcing,"Morristown, NJ"
BayOne Solutions,1001 to 5000 employees,Company - Private,IT Services,"Pleasanton, CA"
Zolon Tech Solutions Inc.,201 to 500 employees,Company - Private,IT Services,"Herndon, VA"
"Staffigo Technical Services, LLC",51 to 200 employees,Company - Private,IT Services,"Woodridge, IL"
Apple,10000+ employees,Company - Public,Computer Hardware & Software,"Cupertino, CA"
Apple,10000+ employees,Company - Public,Computer Hardware & Software,"Cupertino, CA"
Lodestone,201 to 500 employees,Company - Private,Internet,"Pleasanton, CA"
SAP,10000+ employees,Company - Public,Computer Hardware & Software,"Walldorf, Germany"
Calsoft Labs,1001 to 5000 employees,Company - Private,IT Services,"Bengaluru, India"
"Staffigo Technical Services, LLC",51 to 200 employees,Company - Private,IT Services,"Woodridge, IL"
Exact Sciences Corporation,1001 to 5000 employees,Company - Public,Health Care Services & Hospitals,"Madison, WI"
Stanford University,10000+ employees,College / University,Colleges & Universities,"Stanford, CA"
Softcom Systems,1 to 50 employees,Company - Private,IT Services,"Princeton, NJ"
"John Wiley & Sons, Inc.",5001 to 10000 employees,Company - Public,Publishing,"Hoboken, NJ"
Cadence Design Systems,5001 to 10000 employees,Company - Public,Computer Hardware & Software,"San Jose, CA"
Tech Firefly,51 to 200 employees,Company - Private,IT Services,"Santa Clara, CA"
Apple,10000+ employees,Company - Public,Computer Hardware & Software,"Cupertino, CA"
Robinhood,501 to 1000 employees,Company - Private,Brokerage Services,"Menlo Park, CA"
Stanford School of Medicine,5001 to 10000 employees,College / University,Colleges & Universities,"Stanford, CA"
Apple,10000+ employees,Company - Public,Computer Hardware & Software,"Cupertino, CA"
CyberCoders,201 to 500 employees,Subsidiary or Business Segment,Staffing & Outsourcing,"Irvine, CA"
Beezwax Datatools,1 to 50 employees,Company - Private,Computer Hardware & Software,"Oakland, CA"
APN Software Services Inc.,51 to 200 employees,Company - Private,Computer Hardware & Software,"Newark, CA"
"TalentBurst, Inc.",501 to 1000 employees,Company - Private,IT Services,"Natick, MA"
"US Tech Solutions, Inc",1001 to 5000 employees,Company - Private,Staffing & Outsourcing,"Edison, NJ"
Russell Tobin & Associates,51 to 200 employees,Subsidiary or Business Segment,Staffing & Outsourcing,"New York, NY"
Milestone Technologies Inc.,1001 to 5000 employees,Company - Private,IT Services,"Fremont, CA"
Stanford University School of Medicine,5001 to 10000 employees,College / University,Colleges & Universities,"Stanford, CA"
Robert Half,10000+ employees,Company - Public,Staffing & Outsourcing,"Menlo Park, CA"
Technosoft Corporation,1001 to 5000 employees,Company - Private,IT Services,"Southfield, MI"
AbbVie,10000+ employees,Company - Public,Biotech & Pharmaceuticals,"North Chicago, IL"
Method360,51 to 200 employees,Company - Private,IT Services,"San Francisco, CA"
SRA OSS,51 to 200 employees,Company - Private,IT Services,"Santa Clara, CA"
Adwait Algorithm,51 to 200 employees,Company - Private,IT Services,"Houston, TX"
Apple,10000+ employees,Company - Public,Computer Hardware & Software,"Cupertino, CA"
"Armada Group, Inc.",51 to 200 employees,Company - Private,IT Services,"Santa Cruz, CA"
Zoom,1001 to 5000 employees,Company - Public,IT Services,"San Jose, CA"
Enjoy Technology,1001 to 5000 employees,Company - Private,Consumer Electronics & Appliances Stores,"Palo Alto, CA"
Apple,10000+ employees,Company - Public,Computer Hardware & Software,"Cupertino, CA"
Apex Systems,1001 to 5000 employees,Subsidiary or Business Segment,Staffing & Outsourcing,"Glen Allen, VA"
Cadence Design Systems,5001 to 10000 employees,Company - Public,Computer Hardware & Software,"San Jose, CA"
Verb Surgical,201 to 500 employees,Company - Private,Health Care Services & Hospitals,"Mountain View, CA"
AbbVie,10000+ employees,Company - Public,Biotech & Pharmaceuticals,"North Chicago, IL"
Introlligent Inc.,1 to 50 employees,Company - Private,Advertising & Marketing,"Elk Grove, CA"
Amazon,10000+ employees,Company - Public,Internet,"Seattle, WA"
IT Coalition,1 to 50 employees,Company - Private,Accounting,"Alexandria, VA"
Lorven Technologies Inc,1 to 50 employees,Company - Private,Accounting,"Plainsboro, NJ"
Tachyon Technologies LLC,201 to 500 employees,Company - Private,IT Services,"Irving, TX"
Mackin,51 to 200 employees,Company - Private,Architectural & Engineering Services,"Pittsburgh, PA"
Lark Health,51 to 200 employees,Company - Private,Health Care Services & Hospitals,"Mountain View, CA"
Mizuho OSI,201 to 500 employees,Company - Private,Industrial Manufacturing,"Union City, CA"
Splunk,1001 to 5000 employees,Company - Public,Enterprise Software & Network Solutions,"San Francisco, CA"
Course Hero,201 to 500 employees,Company - Private,Colleges & Universities,"Redwood City, CA"
"Armada Group, Inc.",51 to 200 employees,Company - Private,IT Services,"Santa Cruz, CA"
Vaco,501 to 1000 employees,Company - Private,Consulting,"Brentwood, TN"
Intuit,5001 to 10000 employees,Company - Public,Computer Hardware & Software,"Mountain View, CA"
Stanford Health Care,10000+ employees,Hospital,Health Care Services & Hospitals,"Palo Alto, CA"
Cepheid,1001 to 5000 employees,Company - Private,Biotech & Pharmaceuticals,"Sunnyvale, CA"
Kaygen Inc.,1 to 50 employees,Company - Private,Consulting,"Irvine, CA"
Vaco,501 to 1000 employees,Company - Private,Consulting,"Brentwood, TN"
Kelly,5001 to 10000 employees,Company - Public,Staffing & Outsourcing,"Troy, MI"
Kaiser Permanente,10000+ employees,Nonprofit Organization,Health Care Services & Hospitals,"Oakland, CA"
Lodestone,201 to 500 employees,Company - Private,Internet,"Pleasanton, CA"
Enquero Inc,501 to 1000 employees,Company - Private,Enterprise Software & Network Solutions,"Milpitas, CA"
International Consulting Group (San Jose),1 to 50 employees,Company - Private,Advertising & Marketing,"San Jose, CA"
DynPro Inc.,51 to 200 employees,Company - Private,IT Services,"Raleigh, NC"
eHealth,1001 to 5000 employees,Company - Public,Insurance Agencies & Brokerages,"Santa Clara, CA"
Centrillion,1 to 50 employees,Company - Private,Biotech & Pharmaceuticals,"Palo Alto, CA"
Enquero Inc,501 to 1000 employees,Company - Private,Enterprise Software & Network Solutions,"Milpitas, CA"
Creative Circle,201 to 500 employees,Company - Public,Staffing & Outsourcing,"Los Angeles, CA"
Mizuho OSI,201 to 500 employees,Company - Private,Industrial Manufacturing,"Union City, CA"
eTeam Inc.,51 to 200 employees,Company - Private,Staffing & Outsourcing,"South Plainfield, NJ"
SOFTHQ INC,51 to 200 employees,Company - Private,Computer Hardware & Software,"San Diego, CA"
Creative Circle,201 to 500 employees,Company - Public,Staffing & Outsourcing,"Los Angeles, CA"
"Staffigo Technical Services, LLC",51 to 200 employees,Company - Private,IT Services,"Woodridge, IL"
Fortinet,10000+ employees,Company - Public,Computer Hardware & Software,"Sunnyvale, CA"
Crystal Equation,51 to 200 employees,Company - Private,IT Services,"Chicago, IL"
Apple,10000+ employees,Company - Public,Computer Hardware & Software,"Cupertino, CA"
Vaco,501 to 1000 employees,Company - Private,Consulting,"Brentwood, TN"
Cloudious LLC,1 to 50 employees,Company - Private,IT Services,"San Jose, CA"
Akorbi,201 to 500 employees,Company - Private,Consulting,"Plano, TX"
Google,10000+ employees,Company - Public,Internet,"Mountain View, CA"
"ICONMA, LLC",1001 to 5000 employees,Company - Private,Staffing & Outsourcing,"Troy, MI"
Anzu Global,1 to 50 employees,Company - Private,Consulting,"Acton, MA"
Omega Solutions,1 to 50 employees,Other Organization,IT Services,"Santa Clara, CA"
"Cadence Design Systems, Inc.",5001 to 10000 employees,Company - Public,Computer Hardware & Software,"San Jose, CA"
Lorven Technologies Inc,1 to 50 employees,Company - Private,Accounting,"Plainsboro, NJ"
"GenapSys, Inc.",51 to 200 employees,Company - Private,Biotech & Pharmaceuticals,"Redwood City, CA"
Vaco,501 to 1000 employees,Company - Private,Consulting,"Brentwood, TN"
Optima Global Solutions,1 to 50 employees,Company - Private,IT Services,"Lawrenceville, NJ"
i-CST,501 to 1000 employees,Company - Private,Staffing & Outsourcing,"South Portland, ME"
Apex Systems,1001 to 5000 employees,Subsidiary or Business Segment,Staffing & Outsourcing,"Glen Allen, VA"
Alexza Pharmaceuticals,1 to 50 employees,Company - Private,Biotech & Pharmaceuticals,"Mountain View, CA"
Infotech Sourcing,51 to 200 employees,Company - Private,"Health, Beauty, & Fitness","Edison, NJ"
Ampcus Incorporated,501 to 1000 employees,Company - Private,Consulting,"Chantilly, VA"
Vaco,501 to 1000 employees,Company - Private,Consulting,"Brentwood, TN"
Kaygen Inc.,1 to 50 employees,Company - Private,Consulting,"Irvine, CA"
Yochana,201 to 500 employees,Company - Private,Staffing & Outsourcing,"Farmington Hills, MI"
Bill.Com,501 to 1000 employees,Company - Public,Financial Transaction Processing,"Palo Alto, CA"
Diverse Lynx,501 to 1000 employees,Company - Private,IT Services,"Princeton, NJ"
Lorven Technologies Inc,1 to 50 employees,Company - Private,Accounting,"Plainsboro, NJ"
Apple,10000+ employees,Company - Public,Computer Hardware & Software,"Cupertino, CA"
Infotree Service Inc,51 to 200 employees,Company - Private,Advertising & Marketing,"Canton, MI"
APN Software Services Inc.,51 to 200 employees,Company - Private,Computer Hardware & Software,"Newark, CA"
eBay,10000+ employees,Company - Public,Internet,"San Jose, CA"
Healthgrades,501 to 1000 employees,Company - Private,Internet,"Denver, CO"
Pushnami,1 to 50 employees,Company - Private,Advertising & Marketing,"Austin, TX"
MedSeek,51 to 200 employees,Company - Private,Computer Hardware & Software,"Hoover, AL"
TikTok,1001 to 5000 employees,Company - Private,Internet,"Los Angeles, CA"
Assembly,201 to 500 employees,Subsidiary or Business Segment,Advertising & Marketing,"New York, NY"
Texas Health & Human Services Commission,10000+ employees,Government,State & Regional Agencies,"Austin, TX"
OnlineMedEd,51 to 200 employees,Company - Private,Colleges & Universities,"Austin, TX"
Taskrabbit,201 to 500 employees,Company - Private,Internet,"San Francisco, CA"
Texas Health and Human Services Commission,10000+ employees,Government,State & Regional Agencies,"Austin, TX"
Zynga,1001 to 5000 employees,Company - Public,Video Games,"San Francisco, CA"
Cypress HCM,51 to 200 employees,Company - Private,Staffing & Outsourcing,"Walnut Creek, CA"
KGS,51 to 200 employees,Company - Private,Investment Banking & Asset Management,"New York, NY"
Central Health,51 to 200 employees,Government,Health Care Services & Hospitals,"Austin, TX"
Teacher Retirement System of Texas,501 to 1000 employees,Government,Investment Banking & Asset Management,"Austin, TX"
Texas Health & Human Services Commission,10000+ employees,Government,State & Regional Agencies,"Austin, TX"
CYNET SYSTEMS,501 to 1000 employees,Company - Private,IT Services,"Ashburn, VA"
Assembly,5001 to 10000 employees,Company - Public,Advertising & Marketing,"New York, NY"
Pushnami,1 to 50 employees,Company - Private,Advertising & Marketing,"Austin, TX"
Lightspeed Systems,51 to 200 employees,Company - Private,Computer Hardware & Software,"Austin, TX"
Global Resale,1 to 50 employees,Company - Private,Computer Hardware & Software,"Austin, TX"
"Staffigo Technical Services, LLC",51 to 200 employees,Company - Private,IT Services,"Woodridge, IL"
GroupBy Inc.,51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,"Toronto, Canada"
Wargaming,1001 to 5000 employees,Company - Private,Video Games,"Nicosia, Cyprus"
"Staffigo Technical Services, LLC",51 to 200 employees,Company - Private,IT Services,"Woodridge, IL"
TalentCare,1 to 50 employees,Company - Private,Health Care Services & Hospitals,"Austin, TX"
Robert Half,10000+ employees,Company - Public,Staffing & Outsourcing,"Menlo Park, CA"
Facebook,10000+ employees,Company - Public,Internet,"Menlo Park, CA"
Tech Firefly,51 to 200 employees,Company - Private,IT Services,"Santa Clara, CA"
Superior HealthPlan,1001 to 5000 employees,Company - Private,Health Care Services & Hospitals,"Austin, TX"
Texas Facilities Commission,501 to 1000 employees,Government,State & Regional Agencies,"Austin, TX"
Texas Health & Human Services Commission,10000+ employees,Government,State & Regional Agencies,"Austin, TX"
911 Datamaster Inc,1 to 50 employees,Company - Private,Computer Hardware & Software,"Overland Park, KS"
Q2eBanking,1001 to 5000 employees,Company - Public,Investment Banking & Asset Management,"Austin, TX"
Santanna Energy Services,1 to 50 employees,Company - Private,Energy,"Austin, TX"
Healthgrades,501 to 1000 employees,Company - Private,Internet,"Denver, CO"
TEXAS EDUCATION AGENCY,501 to 1000 employees,Government,State & Regional Agencies,"Austin, TX"
Vsion Technologies Inc,51 to 200 employees,Company - Private,IT Services,"Cedar Park, TX"
NVIDIA,10000+ employees,Company - Public,Computer Hardware & Software,"Santa Clara, CA"
"ARK Solutions, Inc.",1 to 50 employees,Company - Private,Consulting,"Gainesville, VA"
Texas Health & Human Services Commission,10000+ employees,Government,State & Regional Agencies,"Austin, TX"
Centene Corporation,10000+ employees,Company - Public,Insurance Carriers,"Saint Louis, MO"
"Avacend, Inc.",51 to 200 employees,Company - Private,Staffing & Outsourcing,"Alpharetta, GA"
"Avacend, Inc.",51 to 200 employees,Company - Private,Staffing & Outsourcing,"Alpharetta, GA"
Bazaarvoice,501 to 1000 employees,Company - Private,Enterprise Software & Network Solutions,"Austin, TX"
MedSeek,51 to 200 employees,Company - Private,Computer Hardware & Software,"Hoover, AL"
Gemalto,10000+ employees,Company - Public,Computer Hardware & Software,"Amsterdam, Netherlands"
Lawnstarter,1 to 50 employees,Company - Private,Internet,"Austin, TX"
CloudFlare,1001 to 5000 employees,Company - Public,Internet,"San Francisco, CA"
Sonic Healthcare USA,10000+ employees,Company - Public,Health Care Services & Hospitals,"Macquarie Park, Australia"
Ascension,10000+ employees,Nonprofit Organization,Health Care Services & Hospitals,"Saint Louis, MO"
TxDOT,10000+ employees,Government,State & Regional Agencies,"Austin, TX"
ISHPI Information Technologies,201 to 500 employees,Company - Private,IT Services,"Mount Pleasant, SC"
University Federal Credit Union,501 to 1000 employees,Nonprofit Organization,Banks & Credit Unions,"Austin, TX"
Sense Corp,201 to 500 employees,Company - Private,Accounting,"Saint Louis, MO"
Booz Allen Hamilton,10000+ employees,Company - Public,Consulting,"Mc Lean, VA"
22nd Century Technologies,1001 to 5000 employees,Company - Private,IT Services,"Somerset, NJ"
Octo Consulting Group,501 to 1000 employees,Company - Private,Consulting,"Reston, VA"
Seven Seven Softwares,201 to 500 employees,Company - Public,IT Services,"Rockaway, NJ"
Wellcare,5001 to 10000 employees,Company - Public,Insurance Carriers,"Tampa, FL"
Central Health,51 to 200 employees,Government,Health Care Services & Hospitals,"Austin, TX"
Texas Health & Human Services Commission,10000+ employees,Government,State & Regional Agencies,"Austin, TX"
Ascension,10000+ employees,Nonprofit Organization,Health Care Services & Hospitals,"Saint Louis, MO"
BayOne Solutions,1001 to 5000 employees,Company - Private,IT Services,"Pleasanton, CA"
Superior HealthPlan,1001 to 5000 employees,Company - Private,Health Care Services & Hospitals,"Austin, TX"
"Staffigo Technical Services, LLC",51 to 200 employees,Company - Private,IT Services,"Woodridge, IL"
Texas Water Development Board,201 to 500 employees,Government,State & Regional Agencies,"Austin, TX"
GasPedal,1 to 50 employees,Company - Private,Membership Organizations,"Austin, TX"
"Smartwebs, Inc.",Unknown,Company - Private,Advertising & Marketing,"Boston, MA"
GasPedal,1 to 50 employees,Company - Private,Membership Organizations,"Austin, TX"
Hyliion,1 to 50 employees,Company - Private,Trucking,"Cedar Park, TX"
Centene Corporation,10000+ employees,Company - Public,Insurance Carriers,"Saint Louis, MO"
"Quantilus, Inc",1 to 50 employees,Company - Private,IT Services,"New York, NY"
Texas Education Agency,501 to 1000 employees,Government,State & Regional Agencies,"Austin, TX"
Texas Water Development Board,201 to 500 employees,Government,State & Regional Agencies,"Austin, TX"
The Judge Group,1001 to 5000 employees,Company - Private,Staffing & Outsourcing,"Wayne, PA"
TEXAS DEPARTMENT OF PUBLIC SAFETY,1001 to 5000 employees,Government,Municipal Governments,"Austin, TX"
CSI Tech Inc.,51 to 200 employees,Company - Private,Staffing & Outsourcing,"Jacksonville, FL"
Robert Half,10000+ employees,Company - Public,Staffing & Outsourcing,"Menlo Park, CA"
Deutsche Bank,10000+ employees,Company - Public,Investment Banking & Asset Management,"Frankfurt am Main, Germany"
Software Guidance & Assistance,51 to 200 employees,Company - Private,Staffing & Outsourcing,"Tarrytown, NY"
"Staffigo Technical Services, LLC",51 to 200 employees,Company - Private,IT Services,"Woodridge, IL"
SGA Inc.,1 to 50 employees,Company - Private,Architectural & Engineering Services,"Bethesda, MD"
SNI Technology,201 to 500 employees,Company - Public,Staffing & Outsourcing,"Des Moines, IA"
Deutsche Bank,10000+ employees,Company - Public,Investment Banking & Asset Management,"Frankfurt am Main, Germany"
BTG,1 to 50 employees,Company - Public,Advertising & Marketing,"Eclepens, Switzerland"
"Staffigo Technical Services, LLC",51 to 200 employees,Company - Private,IT Services,"Woodridge, IL"
Deutsche Bank,10000+ employees,Company - Public,Investment Banking & Asset Management,"Frankfurt am Main, Germany"
"Staffigo Technical Services, LLC",51 to 200 employees,Company - Private,IT Services,"Woodridge, IL"
Kemper,5001 to 10000 employees,Company - Public,Insurance Carriers,"Chicago, IL"
ARC Group,51 to 200 employees,Company - Private,Investment Banking & Asset Management,"Burbank, CA"
American Recruiting & Consulting Group,51 to 200 employees,Company - Private,Staffing & Outsourcing,"Fort Lauderdale, FL"
Diverse Lynx,501 to 1000 employees,Company - Private,IT Services,"Princeton, NJ"
Textron,10000+ employees,Company - Public,Aerospace & Defense,"Providence, RI"
CornerStone Staffing,51 to 200 employees,Company - Private,Staffing & Outsourcing,"Grand Prairie, TX"
Thinkfind Corporation,1 to 50 employees,Company - Private,IT Services,"Richardson, TX"
Bell Helicopter,5001 to 10000 employees,Subsidiary or Business Segment,Aerospace & Defense,"Fort Worth, TX"
E Business International,51 to 200 employees,Company - Private,IT Services,"Princeton, NJ"
"InfoVision, Inc.",1001 to 5000 employees,Company - Private,IT Services,"Richardson, TX"
Company Confidenital,51 to 200 employees,Company - Private,Staffing & Outsourcing,"Tulsa, OK"
Lockheed Martin,10000+ employees,Company - Public,Aerospace & Defense,"Bethesda, MD"
GM Financial,5001 to 10000 employees,Company - Public,Lending,"Fort Worth, TX"
Samsung HVAC,51 to 200 employees,Other Organization,Commercial Equipment Repair & Maintenance,"Roanoke, TX"
"SUNSET LOGISTICS, INC",51 to 200 employees,Company - Private,Transportation Management,"Fort Worth, TX"
Prudent Technologies & Consulting,51 to 200 employees,Company - Private,IT Services,"Dallas, TX"
System Soft Technologies,201 to 500 employees,Company - Private,IT Services,"Tampa, FL"
Fidelity TalentSource,1001 to 5000 employees,Company - Private,Staffing & Outsourcing,"Boston, MA"
System Soft Technologies,201 to 500 employees,Company - Private,IT Services,"Tampa, FL"
InfoQuest Consulting Group,1 to 50 employees,Company - Private,Computer Hardware & Software,"Edison, NJ"
"Global Technical Talent, LLC",501 to 1000 employees,Company - Private,IT Services,"Portsmouth, NH"
CyberCoders,201 to 500 employees,Subsidiary or Business Segment,Staffing & Outsourcing,"Irvine, CA"
Olive,201 to 500 employees,Company - Private,Enterprise Software & Network Solutions,"Columbus, OH"
Nationwide Children's Hospital,10000+ employees,Nonprofit Organization,Health Care Services & Hospitals,"Columbus, OH"
The Paragon Group,1001 to 5000 employees,Company - Public,Banks & Credit Unions,"SUNDERLAND, United Kingdom"
Abercrombie & Fitch Co.,10000+ employees,Company - Public,"Department, Clothing, & Shoe Stores","New Albany, OH"
JPMorgan Chase,10000+ employees,Company - Public,Investment Banking & Asset Management,"New York, NY"
DHL,10000+ employees,Company - Private,Logistics & Supply Chain,"Bonn, Germany"
Abbott Laboratories,10000+ employees,Company - Public,Health Care Services & Hospitals,"Abbott Park, IL"
"Staffigo Technical Services, LLC",51 to 200 employees,Company - Private,IT Services,"Woodridge, IL"
Economic and Community Development Institute,1 to 50 employees,Nonprofit Organization,Lending,"Columbus, OH"
"Avacend, Inc.",51 to 200 employees,Company - Private,Staffing & Outsourcing,"Alpharetta, GA"
Nationwide Children's Hospital,10000+ employees,Nonprofit Organization,Health Care Services & Hospitals,"Columbus, OH"
Data Systems Integration Group Inc,1 to 50 employees,Company - Private,Accounting,"Dublin, OH"
"Staffigo Technical Services, LLC",51 to 200 employees,Company - Private,IT Services,"Woodridge, IL"
Buckeye Health Plan,1001 to 5000 employees,Company - Public,Health Care Services & Hospitals,"Columbus, OH"
Beacon Hill Staffing Group,501 to 1000 employees,Company - Private,Staffing & Outsourcing,"Boston, MA"
Revel IT,201 to 500 employees,Company - Private,IT Services,"Dublin, OH"
Avani Technology Solutions,501 to 1000 employees,Company - Private,IT Services,"Rochester, NY"
Nationwide Children's Hospital,10000+ employees,Nonprofit Organization,Health Care Services & Hospitals,"Columbus, OH"
"Staffigo Technical Services, LLC",51 to 200 employees,Company - Private,IT Services,"Woodridge, IL"
"Avacend, Inc.",51 to 200 employees,Company - Private,Staffing & Outsourcing,"Alpharetta, GA"
"Amyx, Inc.",501 to 1000 employees,Company - Private,IT Services,"Reston, VA"
"Dedicated Tech Services, Inc.",1 to 50 employees,Private Practice / Firm,IT Services,"Columbus, OH"
Abbott,10000+ employees,Company - Public,Health Care Services & Hospitals,"Abbott Park, IL"
Buckeye Health Plan,1001 to 5000 employees,Company - Public,Health Care Services & Hospitals,"Columbus, OH"
Nationwide Childrens Hospital,10000+ employees,Nonprofit Organization,Health Care Services & Hospitals,"Columbus, OH"
"JPMorgan Chase Bank, N.A.",10000+ employees,Company - Public,Investment Banking & Asset Management,"New York, NY"
Creative Financial Staffing,201 to 500 employees,Company - Private,Staffing & Outsourcing,"Boston, MA"
Wells Fargo,10000+ employees,Company - Public,Banks & Credit Unions,"San Francisco, CA"
Brighthouse Financial,1001 to 5000 employees,Company - Public,Insurance Carriers,"Charlotte, NC"
Accenture,10000+ employees,Company - Public,Consulting,"Dublin, Ireland"
Tata Consultancy Services,10000+ employees,Company - Public,Computer Hardware & Software,"Mumbai, India"
Trivest,1 to 50 employees,Company - Private,Venture Capital & Private Equity,"Coral Gables, FL"
pureIntegration,51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,"Herndon, VA"
Kforce,10000+ employees,Company - Public,Staffing & Outsourcing,"Tampa, FL"
Collabera,10000+ employees,Company - Private,IT Services,"Basking Ridge, NJ"
TEKsystems,1001 to 5000 employees,Subsidiary or Business Segment,Staffing & Outsourcing,"Hanover, MD"
Artech LLC,5001 to 10000 employees,Company - Private,Staffing & Outsourcing,"Morristown, NJ"
Randstad,1001 to 5000 employees,Subsidiary or Business Segment,Staffing & Outsourcing,"Atlanta, GA"
Matlen Silver,201 to 500 employees,Company - Private,IT Services,"Bridgewater, NJ"
Randstad,1001 to 5000 employees,Subsidiary or Business Segment,Staffing & Outsourcing,"Atlanta, GA"
Diversant LLC,1001 to 5000 employees,Company - Private,Staffing & Outsourcing,"Red Bank, NJ"
Signature Consultants,1001 to 5000 employees,Company - Private,Staffing & Outsourcing,"Fort Lauderdale, FL"
Sysmind LLC,51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,"Princeton Junction, NJ"
Tata Consultancy Services (North America),10000+ employees,Subsidiary or Business Segment,IT Services,"New York, NY"
Robert Half,10000+ employees,Company - Public,Staffing & Outsourcing,"Menlo Park, CA"
Kforce,10000+ employees,Company - Public,Staffing & Outsourcing,"Tampa, FL"
TEKsystems,1001 to 5000 employees,Subsidiary or Business Segment,Staffing & Outsourcing,"Hanover, MD"
"Staffigo Technical Services, LLC",51 to 200 employees,Company - Private,IT Services,"Woodridge, IL"
"Conch Technologies, Inc",51 to 200 employees,Company - Private,Consulting,"Memphis, TN"
Neo Prism Solutions,51 to 200 employees,Company - Private,Accounting,"Schaumburg, IL"
"TEKsystems, Inc",1001 to 5000 employees,Subsidiary or Business Segment,Staffing & Outsourcing,"Hanover, MD"
"Resource Logistics, Inc.",51 to 200 employees,Company - Private,Logistics & Supply Chain,"Edison, NJ"
Diverse Lynx,501 to 1000 employees,Company - Private,IT Services,"Princeton, NJ"
Vanguard,10000+ employees,Company - Private,Investment Banking & Asset Management,"Malvern, PA"
Vaco Technology,501 to 1000 employees,Company - Private,Consulting,"Brentwood, TN"
OrthoCarolina,501 to 1000 employees,Company - Private,Health Care Services & Hospitals,"Charlotte, NC"
American Tire Distributors,1001 to 5000 employees,Company - Private,Logistics & Supply Chain,"Huntersville, NC"
NTT DATA Corporation,10000+ employees,Company - Public,IT Services,"Tokyo, Japan"
Apex Systems,1001 to 5000 employees,Subsidiary or Business Segment,Staffing & Outsourcing,"Glen Allen, VA"
Signature Consultants,1001 to 5000 employees,Company - Private,Staffing & Outsourcing,"Fort Lauderdale, FL"
eTeam Inc.,51 to 200 employees,Company - Private,Staffing & Outsourcing,"South Plainfield, NJ"
"Nesco Resource, LLC",1001 to 5000 employees,Company - Private,Staffing & Outsourcing,"Cleveland, OH"
RGP,1001 to 5000 employees,Company - Public,Consulting,"Irvine, CA"
Truist,10000+ employees,Company - Public,Investment Banking & Asset Management,"Charlotte, NC"
Parks Heating & Cooling,51 to 200 employees,Company - Public,General Repair & Maintenance,"Indian Trail, NC"
Randstad,1001 to 5000 employees,Subsidiary or Business Segment,Staffing & Outsourcing,"Atlanta, GA"
"Conch Technologies, Inc",51 to 200 employees,Company - Private,Consulting,"Memphis, TN"
PCR Staffing,1 to 50 employees,Company - Private,Computer Hardware & Software,"Charlotte, NC"
Tek Leaders,501 to 1000 employees,Company - Private,IT Services,"Plano, TX"
DATA Inc.,501 to 1000 employees,Company - Private,IT Services,"Montvale, NJ"
"Staffigo Technical Services, LLC",51 to 200 employees,Company - Private,IT Services,"Woodridge, IL"
London Stock Exchange Group,1001 to 5000 employees,Company - Public,Stock Exchanges,"London, United Kingdom"
Kforce,10000+ employees,Company - Public,Staffing & Outsourcing,"Tampa, FL"
NTT DATA Services,10000+ employees,Company - Public,IT Services,"Tokyo, Japan"
"TEKsystems, Inc",1001 to 5000 employees,Subsidiary or Business Segment,Staffing & Outsourcing,"Hanover, MD"
Cardinal Innovations Healthcare,501 to 1000 employees,Company - Public,Health Care Services & Hospitals,"Charlotte, NC"
CYNET SYSTEMS,501 to 1000 employees,Company - Private,IT Services,"Ashburn, VA"
Collabera,10000+ employees,Company - Private,IT Services,"Basking Ridge, NJ"
PCR Staffing,1 to 50 employees,Company - Private,Computer Hardware & Software,"Charlotte, NC"
Randstad,1001 to 5000 employees,Subsidiary or Business Segment,Staffing & Outsourcing,"Atlanta, GA"
Kforce,10000+ employees,Company - Public,Staffing & Outsourcing,"Tampa, FL"
Vaco Technology,501 to 1000 employees,Company - Private,Consulting,"Brentwood, TN"
DATA Inc.,501 to 1000 employees,Company - Private,IT Services,"Montvale, NJ"
"Infovisa, Inc.",1 to 50 employees,Company - Private,Computer Hardware & Software,"Cornelius, NC"
