Company Name,Job Title,Average Salary,Industry,Location,Min Salary,Max Salary
"8K Miles Software Services, Inc.",SR. Power BI with DAX - Data Analyst,104.5,Computer Hardware & Software,"New York, NY",77,132
Two95 International Inc.,Informatica IDQ - Data Quality Analyst (Contract),104.5,Staffing & Outsourcing,"New York, NY",77,132
VTS,"Senior Solutions Analyst, Data Specialist",104.5,Enterprise Software & Network Solutions,"New York, NY",77,132
Robert Half,HR Data Analyst,104.5,Staffing & Outsourcing,"Jersey City, NJ",77,132
Village Care,Healthcare Senior Data Analyst - HEDIS,104.5,Health Care Services & Hospitals,"New York, NY",77,132
Quest Diagnostics,Senior Data Quality Analyst,104.5,Health Care Services & Hospitals,"Secaucus, NJ",77,132
Creative Data Resources,Quantitative Data Analyst/Developer,104.5,Staffing & Outsourcing,"New York, NY",77,132
EVERSANA,"Sr Business Data Analyst SAP, SKU, Supply Chain",104.5,Biotech & Pharmaceuticals,"New York, NY",77,132
National Grid USA,"Senior Data Analyst, Gas Planning and Design Engineering",104.5,Utilities,"Brooklyn, NY",77,132
Aegis Media,Senior Data Business Analyst,104.5,Advertising & Marketing,"New York, NY",77,132
RMS Computer Corporation,Business Analyst/Data Analyst - Capital Markets Data,104.5,Computer Hardware & Software,"Jersey City, NJ",77,132
J.P. Morgan,"Firmwide Reference Data Operations, Pricing Operations, Analyst",104.5,Investment Banking & Asset Management,"Newark, NJ",77,132
RAMPS International Inc,Senior Healthcare Data Analyst,104.5,Consulting,"New York, NY",77,132
NYU Langone Health,Senior Data Analyst - FHC - Family Support Center,104.5,Health Care Services & Hospitals,"New York, NY",77,132
Professional Resource Group,QA Data Analyst,104.5,Advertising & Marketing,"Lake Success, NY",77,132
Sumitomo Mitsui Banking Corporation (SMBC),"Data Analyst/Project Manager in Jersey City, New Jersey | Careers at Harborside",104.5,Investment Banking & Asset Management,"Jersey City, NJ",77,132
Geller & Company,Senior Financial Analyst - Enterprise Data,106.0,Investment Banking & Asset Management,"New York, NY",98,114
Reliable Software Resources,Data Analyst with Data Lineage/Rochade,106.0,IT Services,"Florham Park, NJ",98,114
"Intercontinental Exchange, Inc.",Senior Market Data Content Acquisition/Procurement Analyst,106.0,Investment Banking & Asset Management,"New York, NY",98,114
The Bank of New York Mellon,Sr. Specialist Reporting Data Analyst /Engineer - Cloud,106.0,Investment Banking & Asset Management,"Florham Park, NJ",98,114
Plymouth Rock Assurance,"Senior Business Analyst, Data Management",106.0,Insurance Carriers,"Woodbridge, NJ",98,114
Mount Sinai Health System,Data Science Analyst II - Mount Sinai Health Partners,106.0,Health Care Services & Hospitals,"New York, NY",98,114
SAT Healthcare,NY Healthcare Data/Reporting Analyst,106.0,Health Care Services & Hospitals,"New York, NY",98,114
Atrium Staffing,Data Analyst,106.0,Staffing & Outsourcing,"Parsippany, NJ",98,114
eTeam Inc.,Technical Business Analyst with Retail Banking and Large Data Program,106.0,Staffing & Outsourcing,"New York, NY",98,114
Oracle,Principal Sales Operations Analyst - Oracle Data Cloud,106.0,Enterprise Software & Network Solutions,"New York, NY",98,114
Metroplus Health Plan,QA Production Data Analyst,106.0,Health Care Services & Hospitals,"New York, NY",98,114
Avani Technology Solutions,JPSC-7462 - Data Analyst Lead - Sr. Tableau Lead,106.0,IT Services,"Whippany, NJ",98,114
Primesoft,Data Services Lead Analyst,106.0,IT Services,"New York, NY",98,114
Riskified,"Sr Data Analyst, Go-Live",106.0,Research & Development,"New York, NY",98,114
Cecelia Health,Senior Healthcare Data Analyst,106.0,Health Care Services & Hospitals,"New York, NY",98,114
Creative Data Resources,Regulatory Risk Management Data Analytics and Reporting Analyst,106.0,Staffing & Outsourcing,"New York, NY",98,114
Systemart LLC,NY Healthcare Data/Reporting Analyst,106.0,Computer Hardware & Software,"New York, NY",98,114
The Bank of New York Mellon,"Specialist, Data and Reporting Analyst - IT Change Management",106.0,Investment Banking & Asset Management,"Florham Park, NJ",98,114
TechProjects,Datastage Developer/Consultant/IBM Websphere Datastage Developer(ETL Data Analyst)-Only Local to NY/,106.0,IT Services,"Jersey City, NJ",98,114
IPRO,Data Analyst III- SAS req'd,106.0,Health Care Services & Hospitals,"Lake Success, NY",98,114
RN Staff,TX Healthcare Data/Reporting Analyst,106.0,Staffing & Outsourcing,"New York, NY",98,114
Abacus Service Corporation,NY Healthcare Data/Reporting Analyst,106.0,Staffing & Outsourcing,"New York, NY",98,114
CyberCoders,Sr. Data Analyst - RWE,106.0,Staffing & Outsourcing,"Hoboken, NJ",98,114
TECHNOCRAFT Solutions,Data Migration Lead/ Analyst (migration of data to the new target system),106.0,Advertising & Marketing,"New York, NY",98,114
Praescient Analytics,Senior Data Analytics Solutions Analyst,106.0,Consulting,"New York, NY",98,114
RWJBarnabas Health,Data Analyst - Cardiac Cath Lab,106.0,Health Care Services & Hospitals,"West Orange, NJ",98,114
Reliable Software Resources,Data Quality Management Analyst,106.0,IT Services,"New York, NY",98,114
MVP Consulting Plus Inc,"Business Analyst (SQL/SQL TOAD, Excel, XML, X12, HL7 messaging, data quality analysis)",72.0,Consumer Products Manufacturing,"New York, NY",48,96
Capgemini,Senior Teradata Developer / Data Analyst,72.0,Enterprise Software & Network Solutions,"Jersey City, NJ",48,96
Centers Plan for Healthy Living,Data & Interface Analyst,72.0,Health Care Services & Hospitals,"Staten Island, NY",48,96
RN Staff,NY Healthcare Data/Reporting Analyst,72.0,Staffing & Outsourcing,"New York, NY",48,96
Lorven Technologies Inc,Data Analyst / IT Data & Business Intelligence,72.0,Accounting,"Harrison, NY",48,96
BNY Mellon,Sr. Specialist Reporting Data Analyst -Technology,72.0,Investment Banking & Asset Management,"Florham Park, NJ",48,96
Norgate Technology Inc,Sr. Programmer Analyst - Big Data,72.0,Staffing & Outsourcing,"Jersey City, NJ",48,96
"Staffigo Technical Services, LLC",Data Analyst â Junior,72.0,IT Services,"New York, NY",48,96
The Bank of New York Mellon,Sr. Principal Metrics Analyst- Data Scientist,72.0,Investment Banking & Asset Management,"New York, NY",48,96
HomeBridge Financial Services,Product & Pricing Data Analyst,72.0,Lending,"Iselin, NJ",48,96
Sharp Electronics Corporation,SAP Data Analyst,72.0,IT Services,"Montvale, NJ",48,96
"Avacend, Inc.",Clinical Data Designer (Sr. SDTM Programmer/Analyst),72.0,Staffing & Outsourcing,"Woodcliff Lake, NJ",48,96
Praescient Analytics,Senior Data Analytics Solutions Analyst with Security Clearance,72.0,Consulting,"New York, NY",48,96
Avani Technology Solutions,"JPSC-7176 - Position 35, 59, 62, 100,101,102, 141,142,166 : Senior Data Analyst",72.0,IT Services,"Brooklyn, NY",48,96
Care Design New York,Senior Billing Data Analyst,72.0,Health Care Services & Hospitals,"Bronx, NY",48,96
ACT Consulting,Master Data Analyst,72.0,Consulting,"Parsippany, NJ",48,96
EVERSANA,"Senior Functional Analyst SAP Data design, SD/MM/PP",72.0,Biotech & Pharmaceuticals,"New York, NY",48,96
HOUSING AUTHORITY OF THE COUNTY OF SALT LAKE,Data Analyst,36.5,Municipal Governments,"Salt Lake City, UT",26,47
"CAO Group, INC",Data Analyst,36.5,Electrical & Electronic Manufacturing,"West Jordan, UT",26,47
University of Utah,Data Analyst,36.5,Colleges & Universities,"Salt Lake City, UT",26,47
Paladin Consulting Inc,Data Analyst,36.5,Computer Hardware & Software,"Salt Lake City, UT",26,47
"SunTechPros, Inc.",Data Analyst,36.5,Consulting,"Salt Lake City, UT",26,47
HCL Global Systems,Data Engineer / Data Analyst,36.5,Consulting,"Salt Lake City, UT",26,47
Abnormal Security,Junior Data Analyst,36.5,Enterprise Software & Network Solutions,"Lehi, UT",26,47
Akraya Inc.,Data Analyst : 20,36.5,Staffing & Outsourcing,"Salt Lake City, UT",26,47
Goldman Sachs,Data Intelligence - Product Data Quality Analyst (DE - RefData) - Data as a Service,36.5,Investment Banking & Asset Management,"Salt Lake City, UT",26,47
Idexcel Inc.,Data Engineer/Data Analyst (REMOTE/Eventually Onsite),36.5,IT Services,"Salt Lake City, UT",26,47
SPECTRAFORCE TECHNOLOGIES Inc.,Data Engineer/Analyst,36.5,Staffing & Outsourcing,"Salt Lake City, UT",26,47
Easton Technical Products,Quality Data Analyst,36.5,Consumer Products Manufacturing,"Salt Lake City, UT",26,47
"VED Software Services, Inc.",Big Data Analyst,36.5,IT Services,"Salt Lake City, UT",26,47
Ascential,Senior Data Analyst,36.5,Internet,"Salt Lake City, UT",26,47
F5 Networks,Senior Data Analyst,36.5,Computer Hardware & Software,"Draper, UT",26,47
"Janus International Group, LLC",Data Scientist/Analyst - Noke,36.5,Industrial Manufacturing,"Lehi, UT",26,47
ClientSolv Technologies,Data Analyst - W2 candidate,36.5,IT Services,"American Fork, UT",26,47
Vivint Solar,Financial Data Analyst,36.5,Energy,"Lehi, UT",26,47
YORKTOWN SYSTEMS GROUP INC,Special Operations (LREC) Incentives and Proficiency Data Analyst,36.5,Consulting,"Riverton, UT",26,47
Shape Security,Senior Data Analyst,36.5,IT Services,"Draper, UT",26,47
Connor Group,a. Senior Data and Business Analyst,45.0,Accounting,"Salt Lake City, UT",31,59
Vivint Solar,Fund Data Analyst,45.0,Energy,"Lehi, UT",31,59
"VED Software Services, Inc.",Sr Python Data Analyst(no c2c) contract w2 only,45.0,IT Services,"Salt Lake City, UT",31,59
Abacus Service Corporation,TX Healthcare Data/Reporting Analyst,45.0,Staffing & Outsourcing,"Salt Lake City, UT",31,59
Robert Half,Data Analyst,64.0,Staffing & Outsourcing,"Reedley, CA",47,81
TCOE,"Data Analyst, District Office - Accountability Office",64.0,Preschool & Child Care,"Visalia, CA",47,81
"Public Health Foundation Enterprises, In",Data Analyst (Kings County),64.0,Social Assistance,"Hanford, CA",47,81
USfalcon,Tactical Data Link (TDL) Analyst,56.0,Aerospace & Defense,"Hampton, VA",43,69
Hampton University,Data Analyst,56.0,Colleges & Universities,"Hampton, VA",43,69
Collins Consulting Inc,Data Science Analyst,56.0,Consulting,"Norfolk, VA",43,69
Patient Advocate Foundation,Junior Data Analyst,56.0,Social Assistance,"Hampton, VA",43,69
"Staffigo Technical Services, LLC",Junior Data Analyst,56.0,IT Services,"Hampton, VA",43,69
"Orbis, Inc.",Jr Data Analyst,56.0,Architectural & Engineering Services,"Portsmouth, VA",43,69
"ForKids, inc",Data Analyst,56.0,Social Assistance,"Norfolk, VA",43,69
"Staffigo Technical Services, LLC",Data Analyst,56.0,IT Services,"Hampton, VA",43,69
"Orbis, Inc.",Data Analyst,56.0,Architectural & Engineering Services,"Portsmouth, VA",43,69
Dunhill Professional Search,Data Analyst,56.0,Staffing & Outsourcing,"Chesapeake, VA",43,69
Smithfield,Finance Data Analytics Analyst,56.0,Food & Beverage Manufacturing,"Smithfield, VA",43,69
Booz Allen Hamilton,Business Intelligence/Data Analyst with Security Clearance,56.0,Consulting,"Suffolk, VA",43,69
EVMS,Research & Data Analyst,56.0,Vehicle Dealers,"Norfolk, VA",43,69
"Epsilon Systems Solutions, Inc.",Metrics & Data Analyst,56.0,Commercial Equipment Repair & Maintenance,"Norfolk, VA",43,69
Oasis Systems,Tactical Data Link (TDL) Analyst-,56.0,IT Services,"Hampton, VA",43,69
Counter Threat Solutions,Senior Data Analyst- Secret Clearance-,56.0,Consulting,"Norfolk, VA",43,69
"Staffigo Technical Services, LLC",Data Analyst Junior,56.0,IT Services,"Hampton, VA",43,69
ITA International,HQ Data Analyst,56.0,Accounting,"Newport News, VA",43,69
Oasis Systems,USMTF Data Analyst,56.0,IT Services,"Hampton, VA",43,69
"Orbis, Inc.",Mid Data Analyst,56.0,Architectural & Engineering Services,"Portsmouth, VA",43,69
Liberty Source,Retail Data Quality Analyst,56.0,Staffing & Outsourcing,"Hampton, VA",43,69
"Oasis Systems, LLC",USMTF Data Analyst with Security Clearance,56.0,IT Services,"Hampton, VA",43,69
National Capitol Contracting (NCC),Senior Data Strategy Analyst (SDSA),56.0,Telecommunications Services,"Norfolk, VA",43,69
Occam Solutions Inc,Data Analyst - Va Beach - VA with Security Clearance,56.0,Consulting,"Virginia Beach, VA",43,69
Analytical Mechanics Associates,Configuration and Data Management (C&DM) Analyst,56.0,Consulting,"Hampton, VA",43,69
"GStek, Inc.",Jr Management Analyst (Data Management),56.0,Aerospace & Defense,"Yorktown, VA",43,69
"Orbis, Inc.",Senior Data Analyst,56.0,Architectural & Engineering Services,"Portsmouth, VA",43,69
Oasis Systems,Tactical Data Link (TDL) Analyst,80.5,IT Services,"Hampton, VA",49,112
CBRE,Sr Data Business Analyst - FacilitySource,80.5,Real Estate,"Chesapeake, VA",49,112
Analytical Mechanics Associates,Acoustics Data Analyst/Flight Test Engineer,80.5,Consulting,"Hampton, VA",49,112
Counter Threat Solutions,Senior Data Analyst- Secret Clearance,80.5,Consulting,"Norfolk, VA",49,112
National Capitol Contracting (NCC),Senior Data Management Analyst (SDMA),80.5,Telecommunications Services,"Norfolk, VA",49,112
Guidehouse,Data Analyst - Senior Consultant,80.5,Consulting,"Norfolk, VA",49,112
AXSEUM Inc,Data Warehouse Programmer/Analyst,80.5,Consulting,"Fort Eustis, VA",49,112
Guidehouse,"Data Analyst - Senior Consultant - Norfolk, VA with Security Clearance",80.5,Consulting,"Norfolk, VA",49,112
"Epsilon Systems Solutions, Inc.",Program Analyst - AIS/Maintenance Data System Coordinator,80.5,Commercial Equipment Repair & Maintenance,"Norfolk, VA",49,112
CACI International,MSC Logistics Data Analyst,80.5,Aerospace & Defense,"Norfolk, VA",49,112
PROSOFT,Business Intelligence & Data Analyst,80.5,IT Services,"Norfolk, VA",49,112
FacilitySource,Sr Data Business Analyst - FacilitySource,80.5,Building & Personnel Services,"Chesapeake, VA",49,112
Universal Consulting Services,NIWC Service Desk Analyst Component Enterprise Data Center (CEDC with Security Clearance,80.5,IT Services,"Norfolk, VA",49,112
"Universal Consulting Services, Inc.",NIWC Service Desk Analyst Component Enterprise Data Center (CEDC).,80.5,IT Services,"Norfolk, VA",49,112
"Staffigo Technical Services, LLC",Junior Data Analyst,42.0,IT Services,"Gainesville, FL",30,54
"Staffigo Technical Services, LLC",Data Analyst,42.0,IT Services,"Gainesville, FL",30,54
University of Florida,Data Analyst,42.0,Colleges & Universities,"Gainesville, FL",30,54
AvMed Health Plans,AvMed Data Governance Analyst,42.0,Insurance Carriers,"Gainesville, FL",30,54
Shands Jacksonville,Data Management Analyst II,42.0,Health Care Services & Hospitals,"Alachua, FL",30,54
"Staffigo Technical Services, LLC",Data Analyst Junior,42.0,IT Services,"Gainesville, FL",30,54
"Staffigo Technical Services, LLC",Data Analyst â Junior,42.0,IT Services,"Gainesville, FL",30,54
Shands Jacksonville,IT Analyst III Data Systems,42.0,Health Care Services & Hospitals,"Gainesville, FL",30,54
Stamps.com,Product Data Analyst,79.0,Computer Hardware & Software,"El Segundo, CA",55,103
Headspace,Lead Data Analyst,79.0,Internet,"Santa Monica, CA",55,103
Neustar,Data Analytics Insights Analyst,79.0,Internet,"Los Angeles, CA",55,103
Wellth Inc.,Data Analyst,79.0,Enterprise Software & Network Solutions,"Los Angeles, CA",55,103
People Tree,Data Analyst,79.0,Staffing & Outsourcing,"Hermosa Beach, CA",55,103
"Staffigo Technical Services, LLC",Data Analyst,79.0,IT Services,"Los Angeles, CA",55,103
First Professional Services,Survey Data Analyst,79.0,Internet,"Los Angeles, CA",55,103
Steady,Senior Data Analyst,79.0,Internet,"Los Angeles, CA",55,103
"ConsultNet, LLC",Data Analyst,79.0,Staffing & Outsourcing,"Burbank, CA",55,103
Signal Sciences,Data Analyst,79.0,Enterprise Software & Network Solutions,"Los Angeles, CA",55,103
Acumen,Data and Policy Analyst - Statistical Programmer,79.0,Federal Agencies,"Los Angeles, CA",55,103
HireTalent,Data Analyst,79.0,Staffing & Outsourcing,"Los Angeles, CA",55,103
Dave,"Senior Data Analyst, Marketing",79.0,Banks & Credit Unions,"Los Angeles, CA",55,103
Lorven Technologies Inc,Data Analyst,79.0,Accounting,"Los Angeles, CA",55,103
Eleven Recruiting - CHURN,Data Analyst,79.0,IT Services,"Los Angeles, CA",55,103
ICONMA,Data Analyst,79.0,Staffing & Outsourcing,"Culver City, CA",55,103
Dot818,Data Analyst,79.0,Advertising & Marketing,"Glendale, CA",55,103
DatamanUSA,Data Analyst,79.0,IT Services,"Los Angeles, CA",55,103
Cedars-Sinai,Senior Database Analyst - Data Warehouse,79.0,Health Care Services & Hospitals,"Los Angeles, CA",55,103
Robert Half,Data Analyst,79.0,Staffing & Outsourcing,"El Segundo, CA",55,103
Radiology Partners,Data Analyst – Finance,79.0,Health Care Services & Hospitals,"El Segundo, CA",55,103
PeerStreet,Data Analyst,79.0,Real Estate,"El Segundo, CA",55,103
PlayQ,Data Analyst,79.0,Video Games,"Santa Monica, CA",55,103
Lucky Day,Data Analyst,79.0,Internet,"Los Angeles, CA",55,103
Didi Hirsch Mental Health Services,Data and Reporting Analyst,79.0,Health Care Services & Hospitals,"Inglewood, CA",55,103
Center For Policing Equity,Data Analyst,53.5,Colleges & Universities,"Los Angeles, CA",37,70
Human Good,Advanced Data Analytics Analyst,53.5,TV Broadcast & Cable Networks,"Glendale, CA",37,70
