,Job Title,Salary Estimate,Company Name,Location,Size,Type of ownership,Industry,Sector
632,Data Intelligence Analyst II,$42K-$66K (Glassdoor est.),"Prosum
4.0","Los Angeles, CA",201 to 500 employees,Company - Private,IT Services,Information Technology
633,Business Analyst / Data Analyst with Financial Industry Experience,$42K-$66K (Glassdoor est.),"INSPIRE IT Solutions
3.0","Monterey Park, CA",1 to 50 employees,Company - Private,-1,-1
634,Sr. Data Analyst,$42K-$66K (Glassdoor est.),"Saicon Consultants Inc
3.3","Burbank, CA",201 to 500 employees,Company - Private,Computer Hardware & Software,Information Technology
635,Investment Reporting Data Analyst,$42K-$66K (Glassdoor est.),"Recruiting Resources, Inc.","El Segundo, CA",1 to 50 employees,Company - Private,-1,-1
636,Jr. Data Analyst (Jr. DA),$42K-$66K (Glassdoor est.),"Prime MSO, LLC.
4.0","Glendale, CA",1 to 50 employees,Company - Private,Health Care Services & Hospitals,Health Care
637,Sr. Business Data Analyst,$42K-$66K (Glassdoor est.),"KORE1 Technologies
4.9","Santa Monica, CA",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services
638,Data Reporting Analyst,$42K-$66K (Glassdoor est.),"Axelon Services Corporation
3.6","Pasadena, CA",501 to 1000 employees,Company - Private,Staffing & Outsourcing,Business Services
639,Pricing Data Analyst,$42K-$66K (Glassdoor est.),"City National Corporation
3.6","Los Angeles, CA",1001 to 5000 employees,Subsidiary or Business Segment,Banks & Credit Unions,Finance
640,Senior Data Engineer & Analyst,$42K-$66K (Glassdoor est.),"Pddn
5.0","Pasadena, CA",51 to 200 employees,Company - Private,"Health, Beauty, & Fitness",Consumer Services
641,Principal Data Management Analyst,$42K-$66K (Glassdoor est.),"Northrop Grumman
3.8","Woodland Hills, CA",10000+ employees,Company - Public,Aerospace & Defense,Aerospace & Defense
642,Sr. Data Analyst,$42K-$66K (Glassdoor est.),"ConsultNet, LLC
4.3","Burbank, CA",201 to 500 employees,Company - Private,Staffing & Outsourcing,Business Services
643,Sr Data Analyst (DW),$42K-$66K (Glassdoor est.),"Aviana Global Technologies, Inc
4.2","Los Angeles, CA",1 to 50 employees,Company - Private,IT Services,Information Technology
644,"Data Analyst, Product",$42K-$66K (Glassdoor est.),"Jam City
3.9","Culver City, CA",501 to 1000 employees,Company - Private,Video Games,Media
645,"Digital Media Data Analyst, Apple TV+",$42K-$66K (Glassdoor est.),"Apple
4.1","Culver City, CA",10000+ employees,Company - Public,Computer Hardware & Software,Information Technology
646,Data Intelligence Analyst,$42K-$66K (Glassdoor est.),"EMINENT, INC.
3.4","Cerritos, CA",1 to 50 employees,Company - Private,IT Services,Information Technology
647,"Operations Analyst, Data Governance",$42K-$66K (Glassdoor est.),"WB Technology
5.0","Burbank, CA",Unknown,Company - Private,-1,-1
648,Sr. Data Analyst,$42K-$66K (Glassdoor est.),"Dollar Shave Club
3.8","Marina del Rey, CA",201 to 500 employees,Company - Private,Beauty & Personal Accessories Stores,Retail
649,Data Technician/Analyst/Specialist,$42K-$66K (Glassdoor est.),"Leo Tech, LLC
3.5","Long Beach, CA",51 to 200 employees,Company - Private,-1,-1
650,Senior Data Analyst,$42K-$66K (Glassdoor est.),"TikTok
3.8","Culver City, CA",1001 to 5000 employees,Company - Private,Internet,Information Technology
651,Research Data Analyst,$42K-$66K (Glassdoor est.),"Recargo, Inc., makers of PlugShare","El Segundo, CA",-1,-1,-1,-1
652,【1yr OPT+Intern】Data Analyst 保实习保就业,$42K-$66K (Glassdoor est.),Easyfind Company,"Arcadia, CA",1 to 50 employees,Company - Private,-1,-1
653,Heightened Standards Data Analyst,$42K-$66K (Glassdoor est.),"City National Bank
3.6","Beverly Hills, CA",1001 to 5000 employees,Subsidiary or Business Segment,Banks & Credit Unions,Finance
654,Corporate: Data Analyst,$42K-$66K (Glassdoor est.),"U.S. Auto Parts Network, Inc.
3.4","Torrance, CA",1001 to 5000 employees,Company - Public,Automotive Parts & Accessories Stores,Retail
655,Sr Data Analyst,$42K-$66K (Glassdoor est.),"MyLife.com
3.1","Los Angeles, CA",1 to 50 employees,Company - Private,Internet,Information Technology
656,Data Analyst I- ON SITE POSITION,$42K-$66K (Glassdoor est.),"Center for Family Health and Education
1.0","Panorama City, CA",1 to 50 employees,Company - Public,-1,-1
657,"Analyst, Data",$42K-$66K (Glassdoor est.),"Molina Healthcare
3.1","Long Beach, CA",10000+ employees,Company - Public,Insurance Carriers,Insurance
658,Senior Data Analyst,$65K-$81K (Glassdoor est.),"DISQO
4.7","Glendale, CA",51 to 200 employees,Company - Private,Research & Development,Business Services
659,Credit Data Analyst,$65K-$81K (Glassdoor est.),Dot 818,"Glendale, CA",-1,-1,-1,-1
660,Sr Performance Metrics Data Analyst,$65K-$81K (Glassdoor est.),BBCN Bank,"Los Angeles, CA",-1,-1,-1,-1
661,Sr. Data Analyst,$65K-$81K (Glassdoor est.),Launch Infotech,"Signal Hill, CA",-1,-1,-1,-1
662,Junior Data Analyst,$65K-$81K (Glassdoor est.),"Tech Air
3.9","Long Beach, CA",201 to 500 employees,Company - Private,Industrial Manufacturing,Manufacturing
663,SENIOR DATA BI ANALYST,$65K-$81K (Glassdoor est.),"Network Medical Management Inc
2.5","Alhambra, CA",501 to 1000 employees,Company - Public,Health Care Services & Hospitals,Health Care
664,Data Analyst - MS Access & Excel,$65K-$81K (Glassdoor est.),"Midcom
3.5","Azusa, CA",51 to 200 employees,Company - Private,Consulting,Business Services
665,Data Analyst (Asset Management / eDiscovery),$65K-$81K (Glassdoor est.),"Odesus
3.8","Burbank, CA",51 to 200 employees,Company - Private,Consulting,Business Services
666,Jr. Data Analyst,$65K-$81K (Glassdoor est.),"Login Consulting Services
3.8","El Segundo, CA",51 to 200 employees,Company - Private,Consulting,Business Services
667,Sr. Data Analyst,$65K-$81K (Glassdoor est.),"Unilever
4.0","Marina del Rey, CA",10000+ employees,Company - Public,Consumer Products Manufacturing,Manufacturing
668,"Data Analyst - Health, Experienced",$65K-$81K (Glassdoor est.),"Blue Shield of California
4.1","Woodland Hills, CA",5001 to 10000 employees,Nonprofit Organization,Insurance Carriers,Insurance
669,Product/Data Analyst,$65K-$81K (Glassdoor est.),Clear Technology Consulting,"Glendale, CA",-1,-1,-1,-1
670,Junior Data Analyst,$65K-$81K (Glassdoor est.),"Airgas
3.8","Long Beach, CA",10000+ employees,Company - Public,Chemical Manufacturing,Manufacturing
671,Reporting Data Analyst,$65K-$81K (Glassdoor est.),"Apollo Global Management
3.0","El Segundo, CA",1001 to 5000 employees,Company - Public,Venture Capital & Private Equity,Finance
672,Data Intelligence Analyst,$65K-$81K (Glassdoor est.),"Revolve
3.3","Cerritos, CA",201 to 500 employees,Company - Public,"Department, Clothing, & Shoe Stores",Retail
673,"Data Analyst-Cerritos, CA",$65K-$81K (Glassdoor est.),"Georgia IT Inc.
5.0","Cerritos, CA",1 to 50 employees,Company - Private,-1,-1
674,Digital Marketing Data Analyst,$65K-$81K (Glassdoor est.),"Recargo, Inc., makers of PlugShare","El Segundo, CA",-1,-1,-1,-1
675,Sr Performance Metrics Data Analyst,$65K-$81K (Glassdoor est.),"Bank Of Hope
2.6","Los Angeles, CA",201 to 500 employees,Company - Public,-1,-1
676,Student Data Compliance Analyst,$65K-$81K (Glassdoor est.),"KIPP SoCal Public Schools
3.3","Los Angeles, CA",1001 to 5000 employees,Nonprofit Organization,K-12 Education,Education
677,Data Quality Control Analyst,$65K-$81K (Glassdoor est.),"Genuent
3.5","Glendale, CA",201 to 500 employees,Company - Private,Staffing & Outsourcing,Business Services
678,Senior Data Management Analyst,$65K-$81K (Glassdoor est.),"Apollo Global Management
3.0","El Segundo, CA",1001 to 5000 employees,Company - Public,Venture Capital & Private Equity,Finance
679,Sr. Data Analyst,$65K-$81K (Glassdoor est.),"SAG-AFTRA Health Plan and SAG-Producers Pension Plan
2.8","Burbank, CA",Unknown,Company - Private,-1,-1
680,Data Analyst HEDIS Star,$65K-$81K (Glassdoor est.),"SCAN Health Plan
3.2","Long Beach, CA",501 to 1000 employees,Nonprofit Organization,Insurance Carriers,Insurance
681,Senior Data Analyst,$65K-$81K (Glassdoor est.),"PlayQ
4.7","Santa Monica, CA",51 to 200 employees,Company - Private,Video Games,Media
682,Sr. Data Analyst,$65K-$81K (Glassdoor est.),"Molina Healthcare
3.1","Long Beach, CA",10000+ employees,Company - Public,Insurance Carriers,Insurance
683,SAP Master Data Analyst,$65K-$81K (Glassdoor est.),"NetSource, Inc.
2.5","Los Angeles, CA",51 to 200 employees,Company - Private,Consumer Products Manufacturing,Manufacturing
684,Service Operations Data Analyst,$65K-$81K (Glassdoor est.),"Quinn Group, Inc.
3.3","City of Industry, CA",501 to 1000 employees,Company - Private,Commercial Equipment Repair & Maintenance,"Construction, Repair & Maintenance"
685,Data Analyst I,$65K-$81K (Glassdoor est.),"zz-Tarzana Treatment Centers, Inc.","Northridge, CA",-1,-1,-1,-1
686,Senior Data Management Analyst,$65K-$81K (Glassdoor est.),"Recruiting Resources, Inc.","El Segundo, CA",1 to 50 employees,Company - Private,-1,-1
687,System and Data Analyst,$113K-$132K (Glassdoor est.),"Pacific Clinics
2.9","Arcadia, CA",501 to 1000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care
688,Service Operations Data Analyst,$113K-$132K (Glassdoor est.),"Quinn Group
5.0","City of Industry, CA",51 to 200 employees,Company - Private,-1,-1
689,SAP Master Data Analyst,$113K-$132K (Glassdoor est.),DT Professional Services,"Los Angeles, CA",1 to 50 employees,Company - Public,-1,-1
690,Business Analyst Asset Data Management,$113K-$132K (Glassdoor est.),"NRC INC
4.0","Los Angeles, CA",51 to 200 employees,Company - Private,-1,-1
691,Sr Digital Marketing Data Analyst (PAID SOCIAL),$113K-$132K (Glassdoor est.),"LaBine & Associates
5.0","Santa Monica, CA",1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services
692,19-0574 - Service Operations Data Analyst,$113K-$132K (Glassdoor est.),"Quinn Company CAT
3.3","City of Industry, CA",501 to 1000 employees,Company - Private,Commercial Equipment Repair & Maintenance,"Construction, Repair & Maintenance"
693,Discovery Data Analyst,$113K-$132K (Glassdoor est.),"NTT DATA, Inc.
2.9","Burbank, CA",201 to 500 employees,Company - Private,Accounting,Accounting & Legal
694,"Analyst, Financial Master Data",$113K-$132K (Glassdoor est.),"WB Technology
5.0","Burbank, CA",Unknown,Company - Private,-1,-1
695,Data Analyst-HEDIS & Star,$113K-$132K (Glassdoor est.),"SCAN Health Plan
3.2","Long Beach, CA",501 to 1000 employees,Nonprofit Organization,Insurance Carriers,Insurance
696,Music Copyright Data Analyst,$113K-$132K (Glassdoor est.),"AppleOne
3.3","Woodland Hills, CA",1001 to 5000 employees,Company - Private,Staffing & Outsourcing,Business Services
697,Sr. Data Analyst,$113K-$132K (Glassdoor est.),"Login Consulting Services
3.8","El Segundo, CA",51 to 200 employees,Company - Private,Consulting,Business Services
698,Sr. Data Analyst,$113K-$132K (Glassdoor est.),Shapestone Inc.,"Burbank, CA",-1,-1,-1,-1
699,Sr. Data Governance Analyst,$113K-$132K (Glassdoor est.),"Lorven Technologies Inc
4.0","Arcadia, CA",1 to 50 employees,Company - Private,Accounting,Accounting & Legal
700,"Data Analyst - Health, Senior",$113K-$132K (Glassdoor est.),"Blue Shield of California
4.1","Woodland Hills, CA",5001 to 10000 employees,Nonprofit Organization,Insurance Carriers,Insurance
701,Data Analyst-HEDIS & Star,$113K-$132K (Glassdoor est.),SCAN Healthplan,"Long Beach, CA",-1,-1,-1,-1
702,Data Entry Clerk and Analyst - Financial,$113K-$132K (Glassdoor est.),"Information Technology Partners
2.8","Burbank, CA",51 to 200 employees,Company - Private,IT Services,Information Technology
703,"Analyst, Financial Master Data",$113K-$132K (Glassdoor est.),"Warner Bros. Entertainment
3.9","Burbank, CA",5001 to 10000 employees,Company - Public,Motion Picture Production & Distribution,Media
704,Senior Clinical Data Analyst,$113K-$132K (Glassdoor est.),"Providence Health & Services
3.4","Gardena, CA",10000+ employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care
705,Sr. Data Analyst (Pharmacy),$113K-$132K (Glassdoor est.),"Molina Healthcare
3.1","Long Beach, CA",10000+ employees,Company - Public,Insurance Carriers,Insurance
706,"Sr Analyst, Data",$113K-$132K (Glassdoor est.),"Molina Healthcare
3.1","Long Beach, CA",10000+ employees,Company - Public,Insurance Carriers,Insurance
707,Systems and Data Analyst,$113K-$132K (Glassdoor est.),"To Help Everyone Health & Wellness Centers
2.4","Los Angeles, CA",201 to 500 employees,Nonprofit Organization,-1,-1
708,"Analyst, Financial Master Data",$113K-$132K (Glassdoor est.),"Turner Broadcasting
3.7","Burbank, CA",10000+ employees,Subsidiary or Business Segment,TV Broadcast & Cable Networks,Media
709,Copyright Data Analyst,$113K-$132K (Glassdoor est.),"AppleOne
3.3","Woodland Hills, CA",1001 to 5000 employees,Company - Private,Staffing & Outsourcing,Business Services
710,LIMS Master Data Analyst,$113K-$132K (Glassdoor est.),"USDM Life Sciences
4.6","Santa Monica, CA",201 to 500 employees,Company - Private,Consulting,Business Services
711,Data Analyst *Temp-Hire*,$113K-$132K (Glassdoor est.),"SkillsetGroup - Professional Staffing Solutions
2.9","Pico Rivera, CA",1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services
712,"QM DATA ANALYST II, WHITTIER, FULL TIME DAYS",$113K-$132K (Glassdoor est.),"PIH Health
3.6","Whittier, CA",5001 to 10000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care
713,Radar Telemetry Data Analyst - RT,$113K-$132K (Glassdoor est.),KLM Careers,"Anaheim, CA",-1,-1,-1,-1
714,Sr. Data Analyst — US Safety,$113K-$132K (Glassdoor est.),"TikTok
3.8","Los Angeles, CA",1001 to 5000 employees,Company - Private,Internet,Information Technology
715,Data Analyst - Marketing Analytics,$113K-$132K (Glassdoor est.),"Mercury Insurance Group
3.4","Brea, CA",1001 to 5000 employees,Company - Public,Insurance Carriers,Insurance
716,Radar Telemetry Data Analyst,$42K-$63K (Glassdoor est.),TopTalentFetch,"Anaheim, CA",-1,-1,-1,-1
717,Radar Telemetry Data Analyst,$42K-$63K (Glassdoor est.),Stark HR Consulting LLC,"Anaheim, CA",-1,-1,-1,-1
718,Senior Healthcare Data Analyst,$42K-$63K (Glassdoor est.),"AlphaProTemps, A.P.R., Inc.","San Fernando, CA",-1,-1,-1,-1
719,Radar Telemetry Data Analyst,$42K-$63K (Glassdoor est.),Devotion Business Solutions,"Anaheim, CA",-1,-1,-1,-1
720,Data Analyst,$60K-$66K (Glassdoor est.),"Wintrust Financial
3.9","Chicago, IL",1001 to 5000 employees,Company - Public,Banks & Credit Unions,Finance
721,Data Analyst,$60K-$66K (Glassdoor est.),"NCSA - Next College Student Athlete
3.7","Chicago, IL",501 to 1000 employees,Company - Private,Sports & Recreation,"Arts, Entertainment & Recreation"
722,Data Analyst,$60K-$66K (Glassdoor est.),"Riskonnect
3.7","Chicago, IL",201 to 500 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology
723,Data Transformation Analyst,$60K-$66K (Glassdoor est.),"Centric Consulting
5.0","Chicago, IL",501 to 1000 employees,Company - Private,Consulting,Business Services
724,Data Analyst,$60K-$66K (Glassdoor est.),"GoHealth
3.2","Chicago, IL",501 to 1000 employees,Company - Private,Health Care Services & Hospitals,Health Care
725,Jr. Data Analyst,$60K-$66K (Glassdoor est.),"Kelly
3.4","Downers Grove, IL",5001 to 10000 employees,Company - Public,Staffing & Outsourcing,Business Services
726,Urgent Need - Data Analyst,$60K-$66K (Glassdoor est.),"Kelly
3.4","Chicago, IL",5001 to 10000 employees,Company - Public,Staffing & Outsourcing,Business Services
727,Data Analyst,$60K-$66K (Glassdoor est.),"Undertone
3.8","Chicago, IL",201 to 500 employees,Subsidiary or Business Segment,Advertising & Marketing,Business Services
728,Business Systems & Data Analyst,$60K-$66K (Glassdoor est.),"Mike's Hard Lemonade
2.8","Chicago, IL",201 to 500 employees,Company - Private,Food & Beverage Manufacturing,Manufacturing
729,Healthcare Data Analyst - Remote,$60K-$66K (Glassdoor est.),"Allscripts
3.3","Chicago, IL",5001 to 10000 employees,Company - Public,Computer Hardware & Software,Information Technology
730,Junior Data Analyst,$60K-$66K (Glassdoor est.),"Circle Logistics
3.7","Chicago, IL",201 to 500 employees,Company - Private,Transportation Management,Transportation & Logistics
731,Data Analyst,$60K-$66K (Glassdoor est.),"University of Chicago
4.0","Chicago, IL",10000+ employees,College / University,Colleges & Universities,Education
732,Product Data Analyst,$60K-$66K (Glassdoor est.),"Mondo
3.9","Chicago, IL",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services
733,Entry Level / Jr. Data Analyst,$60K-$66K (Glassdoor est.),KesarWeb,"Chicago, IL",1 to 50 employees,Company - Private,-1,-1
734,Data Analyst (Junior),$60K-$66K (Glassdoor est.),"Swoon
4.6","Downers Grove, IL",201 to 500 employees,Company - Private,Staffing & Outsourcing,Business Services
735,Data Analyst,$60K-$66K (Glassdoor est.),"Swoon
4.6","Downers Grove, IL",201 to 500 employees,Company - Private,Staffing & Outsourcing,Business Services
736,Associate Marketing Data Analyst,$60K-$66K (Glassdoor est.),"Bosch Group
4.1","Broadview, IL",10000+ employees,Company - Private,Miscellaneous Manufacturing,Manufacturing
