Job Title,Salary Estimate,Company Name,Location,Size,Type of ownership,Industry,Sector
Automotive eCommerce Data Analyst,$60K-$124K (Glassdoor est.),"Web Shop Manager
4.2","San Diego, CA",1 to 50 employees,Company - Private,Computer Hardware & Software,Information Technology
Data Analyst IV,$60K-$124K (Glassdoor est.),"Potomac Management
3.5","San Diego, CA",51 to 200 employees,Nonprofit Organization,-1,-1
Division Data and Financial Analyst,$60K-$124K (Glassdoor est.),"UC San Diego
4.3","San Diego, CA",10000+ employees,College / University,Colleges & Universities,Education
Data Analyst Junior,$60K-$124K (Glassdoor est.),"Staffigo Technical Services, LLC
5.0","San Diego, CA",51 to 200 employees,Company - Private,IT Services,Information Technology
SWRMC Assessments Junior Data Analyst,$60K-$124K (Glassdoor est.),"Amentum
3.2","San Diego, CA",10000+ employees,Company - Public,-1,-1
Business Data Analyst III,$60K-$124K (Glassdoor est.),"Russell Tobin & Associates
3.5","San Diego, CA",51 to 200 employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services
C4I Data Analyst/Engineer,$60K-$124K (Glassdoor est.),"Perspecta
3.3","San Diego, CA",10000+ employees,Company - Public,Aerospace & Defense,Aerospace & Defense
Molecular Researcher and Data Analyst,$60K-$124K (Glassdoor est.),"UC San Diego
4.3","San Diego, CA",10000+ employees,College / University,Colleges & Universities,Education
Health Data Analyst IV,$60K-$124K (Glassdoor est.),"MedImpact
2.5","San Diego, CA",1001 to 5000 employees,Company - Private,Wholesale,Business Services
Information Security and Data Privacy Analyst,$60K-$124K (Glassdoor est.),Gossamer Bio,"San Diego, CA",51 to 200 employees,Company - Public,-1,-1
IT DATA ANALYST- Information Technology,$60K-$124K (Glassdoor est.),"Sycuan Casino
3.3","El Cajon, CA",1001 to 5000 employees,Company - Private,Gambling,"Arts, Entertainment & Recreation"
"7232 Data Engineer (Analyst/Programmer - Career), Information Technology DevOps",$60K-$124K (Glassdoor est.),"California State University
4.1","San Diego, CA",10000+ employees,College / University,Colleges & Universities,Education
Systems Analyst - Data Integration,$60K-$124K (Glassdoor est.),"Sunrise Systems, Inc.
3.7","San Diego, CA",501 to 1000 employees,Company - Private,IT Services,Information Technology
Molecular Researcher and Data Analyst,$60K-$124K (Glassdoor est.),"University of California - San Diego Medical Centers
3.7","San Diego, CA",10000+ employees,Hospital,Health Care Services & Hospitals,Health Care
Data Analyst - EDSS,$60K-$124K (Glassdoor est.),"World Wide Technology
4.2","San Diego, CA",5001 to 10000 employees,Company - Private,Computer Hardware & Software,Information Technology
Sr. Data Governance Analyst,$60K-$124K (Glassdoor est.),"The Carrera Agency
4.9","San Diego, CA",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services
Data Manager - Bioinformatics Analyst (Naval Health Center),$60K-$124K (Glassdoor est.),"General Dynamics Information Technology
3.5","San Diego, CA",10000+ employees,Subsidiary or Business Segment,IT Services,Information Technology
#104252 Division Data and Financial Analyst,$34K-$61K (Glassdoor est.),"UC San Diego
4.3","San Diego, CA",10000+ employees,College / University,Colleges & Universities,Education
Systems Analyst - Data Integration and ETL process,$34K-$61K (Glassdoor est.),"Kelly IT
3.4","San Diego, CA",501 to 1000 employees,Company - Private,Staffing & Outsourcing,Business Services
Senior Financial Data Analyst,$34K-$61K (Glassdoor est.),"Vervent
3.5","San Diego, CA",501 to 1000 employees,Company - Private,Lending,Finance
Sr. C4I Data Analyst/Engineer,$34K-$61K (Glassdoor est.),"Perspecta
3.3","San Diego, CA",10000+ employees,Company - Public,Aerospace & Defense,Aerospace & Defense
Senior Tactical Data Link Systems Analyst,$34K-$61K (Glassdoor est.),"SBG Techology Solutions
3.7","San Diego, CA",51 to 200 employees,Company - Private,IT Services,Information Technology
Data Analyst I,$24K-$48K (Glassdoor est.),"Insight Enterprises, Inc.
4.1","Plano, TX",5001 to 10000 employees,Company - Public,Enterprise Software & Network Solutions,Information Technology
Data Analyst II,$24K-$48K (Glassdoor est.),"Insight Enterprises, Inc.
4.1","Plano, TX",5001 to 10000 employees,Company - Public,Enterprise Software & Network Solutions,Information Technology
Data Conversion Analyst,$24K-$48K (Glassdoor est.),"Harris Computer
4.3","Allen, TX",5001 to 10000 employees,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology
Data Analyst - Retail (Entry Level),$24K-$48K (Glassdoor est.),"Lidl
3.3","Arlington, TX",10000+ employees,Company - Private,Grocery Stores & Supermarkets,Retail
Data Analyst - Healthcare Fraud,$24K-$48K (Glassdoor est.),"Delmarva Foundation
3.1","Dallas, TX",501 to 1000 employees,Nonprofit Organization,Consulting,Business Services
Data Analyst Intern,$24K-$48K (Glassdoor est.),"Pieces Technology, Inc.
4.9","Dallas, TX",51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology
Data Analyst BHJOB11946_,$24K-$48K (Glassdoor est.),"Addison Group
3.3","Dallas, TX",501 to 1000 employees,Company - Private,Staffing & Outsourcing,Business Services
SQL Data Analyst,$24K-$48K (Glassdoor est.),"Mondo
3.9","Dallas, TX",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services
Data Science - Analyst/Associate - Security Incident Response Team,$24K-$48K (Glassdoor est.),"Goldman Sachs
4.0","Dallas, TX",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance
Game Data Analyst,$24K-$48K (Glassdoor est.),"PeopleFun
5.0","Richardson, TX",1 to 50 employees,Company - Private,Audiovisual,"Arts, Entertainment & Recreation"
"Analyst, Data Intelligence",$24K-$48K (Glassdoor est.),"The Richards Group
3.7","Dallas, TX",501 to 1000 employees,Company - Private,Advertising & Marketing,Business Services
HR Data Analyst II,$24K-$48K (Glassdoor est.),"Federal Reserve Bank
3.7","Dallas, TX",1001 to 5000 employees,Company - Private,Financial Analytics & Research,Finance
Data Analyst,$24K-$48K (Glassdoor est.),"TekniSMart Solutions
3.8","Dallas, TX",1 to 50 employees,Contract,-1,-1
Data Analyst,$24K-$48K (Glassdoor est.),"InfoVision, Inc.
4.4","Dallas, TX",1001 to 5000 employees,Company - Private,IT Services,Information Technology
DATA ANALYST,$24K-$48K (Glassdoor est.),"Dallas County
3.1","Dallas, TX",201 to 500 employees,Government,Municipal Governments,Government
Data Science – Analyst/Associate - Security Incident Response Team,$24K-$48K (Glassdoor est.),"Goldman Sachs
4.0","Dallas, TX",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance
IGNITE Graduate Development Program - Application Developer / Data Scientist / Business Analyst,$24K-$48K (Glassdoor est.),"Atos
3.4","Irving, TX",10000+ employees,Company - Public,IT Services,Information Technology
Data Analyst,$24K-$48K (Glassdoor est.),Yeti Technologies,"Irving, TX",1 to 50 employees,Company - Public,IT Services,Information Technology
Data Analyst (HR),$24K-$48K (Glassdoor est.),"Lidl
3.3","Arlington, TX",10000+ employees,Company - Private,Grocery Stores & Supermarkets,Retail
Data Analyst,$24K-$48K (Glassdoor est.),"Nokia
4.1","Dallas, TX",10000+ employees,Company - Public,Telecommunications Services,Telecommunications
"Data Analyst (SQL, Tableau)",$24K-$48K (Glassdoor est.),"The Judge Group, Inc.
3.5","Richardson, TX",1001 to 5000 employees,Company - Private,Staffing & Outsourcing,Business Services
DATA ANALYST TEAM — Data Analyst,$24K-$48K (Glassdoor est.),"Precision
3.3","Dallas, TX",1 to 50 employees,Company - Private,-1,-1
Data Analyst,$24K-$48K (Glassdoor est.),"ZeniMax Media, Inc.
3.4","Dallas, TX",201 to 500 employees,Company - Private,Video Games,Media
Data Analyst (Product Analytics),$24K-$48K (Glassdoor est.),"Match Group
2.8","Dallas, TX",1001 to 5000 employees,Company - Private,Advertising & Marketing,Business Services
Data Analyst,$24K-$48K (Glassdoor est.),"Hilltop Holdings
2.9","Irving, TX",1001 to 5000 employees,Company - Public,Banks & Credit Unions,Finance
Performance Improvement Data Analyst,$24K-$48K (Glassdoor est.),"Texas Scottish Rite Hospital for Children
4.0","Dallas, TX",1001 to 5000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care
Junior Data Analyst,$24K-$48K (Glassdoor est.),"Staffigo Technical Services, LLC
5.0","Dallas, TX",51 to 200 employees,Company - Private,IT Services,Information Technology
Data Analyst,$24K-$48K (Glassdoor est.),"Human Coalition
2.9","Plano, TX",201 to 500 employees,Nonprofit Organization,-1,-1
DALLAS Campus Recruiting 2018 - I&D - Data Analyst,$24K-$48K (Glassdoor est.),"Capgemini
3.8","Dallas, TX",10000+ employees,Company - Public,Enterprise Software & Network Solutions,Information Technology
Business Data Analyst,$30K-$53K (Glassdoor est.),"Diversant LLC
3.8","Dallas, TX",1001 to 5000 employees,Company - Private,Staffing & Outsourcing,Business Services
"Analyst, Data & Design",$30K-$53K (Glassdoor est.),"Dallas ISD
3.3","Dallas, TX",10000+ employees,School / School District,Preschool & Child Care,Education
Data Analyst,$30K-$53K (Glassdoor est.),StaffingSoft Inc.,"Irving, TX",-1,-1,-1,-1
Data Quality Analyst,$30K-$53K (Glassdoor est.),"Signify Health
3.6","Dallas, TX",501 to 1000 employees,Company - Private,Health Care Services & Hospitals,Health Care
Data Analyst,$30K-$53K (Glassdoor est.),"Kforce
4.1","Dallas, TX",10000+ employees,Company - Public,Staffing & Outsourcing,Business Services
Data Analyst,$30K-$53K (Glassdoor est.),"Financial Additions
4.6","Dallas, TX",1 to 50 employees,Company - Private,Investment Banking & Asset Management,Finance
"Analyst I, Data & Design",$30K-$53K (Glassdoor est.),"Dallas Independent School District
3.3","Dallas, TX",10000+ employees,School / School District,Preschool & Child Care,Education
Data Analyst,$30K-$53K (Glassdoor est.),"First American Financial Corporation
3.4","Irving, TX",10000+ employees,Company - Public,Insurance Carriers,Insurance
Client Data Analyst,$30K-$53K (Glassdoor est.),"Signify Health
3.6","Dallas, TX",501 to 1000 employees,Company - Private,Health Care Services & Hospitals,Health Care
HR Data Analyst II,$30K-$53K (Glassdoor est.),"Federal Reserve Bank (FRB)
4.1","Dallas, TX",1001 to 5000 employees,Government,Federal Agencies,Government
Data Analyst,$30K-$53K (Glassdoor est.),1,"Dallas, TX",-1,-1,-1,-1
Healthcare Data Analyst,$30K-$53K (Glassdoor est.),"VITALWARE LLC
3.8","Dallas, TX",51 to 200 employees,Company - Private,Health Care Services & Hospitals,Health Care
IGNITE Graduate Development Program Application Developer / Data Scientist / Business Analyst,$30K-$53K (Glassdoor est.),Atos Healthcare,"Irving, TX",-1,-1,-1,-1
Data Analyst II,$30K-$53K (Glassdoor est.),"Kubota Tractor
3.6","Grapevine, TX",1001 to 5000 employees,Subsidiary or Business Segment,Industrial Manufacturing,Manufacturing
Data Analyst,$30K-$53K (Glassdoor est.),"Trinity Industries
2.9","Dallas, TX",10000+ employees,Company - Public,Transportation Equipment Manufacturing,Manufacturing
Data Analyst,$30K-$53K (Glassdoor est.),"Randstad US
3.7","Plano, TX",1001 to 5000 employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services
System/Data Analyst,$30K-$53K (Glassdoor est.),"L&T Infotech
3.5","Irving, TX",10000+ employees,Company - Public,IT Services,Information Technology
HR Data Analyst II,$30K-$53K (Glassdoor est.),"Federal Reserve Bank of Richmond
3.6","Dallas, TX",1001 to 5000 employees,Nonprofit Organization,Banks & Credit Unions,Finance
Data Analyst,$30K-$53K (Glassdoor est.),"Sphinix Solutions
1.0","Plano, TX",1 to 50 employees,Company - Private,IT Services,Information Technology
Data Reporting Analyst,$30K-$53K (Glassdoor est.),"A-Line Staffing Solutions
4.1","Dallas, TX",501 to 1000 employees,Company - Private,Staffing & Outsourcing,Business Services
Sr Data Integrity Analyst,$30K-$53K (Glassdoor est.),"Atmos Energy Corp.
3.8","Dallas, TX",1001 to 5000 employees,Company - Public,Oil & Gas Services,"Oil, Gas, Energy & Utilities"
Data System Analyst,$30K-$53K (Glassdoor est.),"Citi
3.7","Irving, TX",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance
Data Analyst,$30K-$53K (Glassdoor est.),"Staffigo Technical Services, LLC
5.0","Dallas, TX",51 to 200 employees,Company - Private,IT Services,Information Technology
Research Data Analyst,$30K-$53K (Glassdoor est.),"North Central Texas Council of Governments
2.6","Arlington, TX",201 to 500 employees,Nonprofit Organization,Membership Organizations,Business Services
Data Analyst,$30K-$53K (Glassdoor est.),Corporate G. LLC,"Dallas, TX",201 to 500 employees,Company - Private,-1,-1
RAPD Risk Platforms & Data - Analyst,$30K-$53K (Glassdoor est.),"Goldman Sachs
4.0","Dallas, TX",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance
Business Data Analyst,$30K-$53K (Glassdoor est.),"McAfee
3.5","Plano, TX",5001 to 10000 employees,Company - Private,Computer Hardware & Software,Information Technology
Data Analyst,$30K-$53K (Glassdoor est.),"Conch Technologies, Inc
4.6","Plano, TX",51 to 200 employees,Company - Private,Consulting,Business Services
Business Analyst/Data Consultant,$30K-$53K (Glassdoor est.),"Apex Systems
3.8","Irving, TX",1001 to 5000 employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services
Data Analyst - Contract Renewals,$30K-$53K (Glassdoor est.),"RealPage
2.8","Richardson, TX",5001 to 10000 employees,Company - Public,Computer Hardware & Software,Information Technology
Analyst Supply Chain I Data Management,$41K-$86K (Glassdoor est.),"Mary Kay
3.9","Lewisville, TX",5001 to 10000 employees,Company - Private,Consumer Products Manufacturing,Manufacturing
Senior Data Analyst,$41K-$86K (Glassdoor est.),"Mobilityware
4.5","Dallas, TX",51 to 200 employees,Company - Private,Video Games,Media
Data Analyst,$41K-$86K (Glassdoor est.),"AustinCSI
3.0","Grapevine, TX",51 to 200 employees,Company - Private,Consulting,Business Services
Data Integration Analyst,$41K-$86K (Glassdoor est.),"Apptricity Corporation
4.4","Irving, TX",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology
Data Analyst,$41K-$86K (Glassdoor est.),"Mitchell Martin
4.1","Plano, TX",501 to 1000 employees,Company - Private,Staffing & Outsourcing,Business Services
Data Analyst,$41K-$86K (Glassdoor est.),"National NeuroMonitoring
4.3","Addison, TX",51 to 200 employees,Company - Private,Health Care Services & Hospitals,Health Care
Healthcare Analyst / Healthcare Data Analyst,$41K-$86K (Glassdoor est.),"PriceSenz
5.0","Irving, TX",Unknown,Company - Public,-1,-1
Human Resources data Analyst,$41K-$86K (Glassdoor est.),"MOA
1.9","Plano, TX",51 to 200 employees,Unknown,-1,-1
Business Analyst - Data Protection,$41K-$86K (Glassdoor est.),"NTT DATA
3.4","Irving, TX",10000+ employees,Company - Public,IT Services,Information Technology
Data Analyst,$41K-$86K (Glassdoor est.),"Ho Chunk
2.8","Arlington, TX",201 to 500 employees,Company - Private,Convenience Stores & Truck Stops,"Restaurants, Bars & Food Services"
Data Analyst,$41K-$86K (Glassdoor est.),"Precision technologies corp
4.2","Plano, TX",201 to 500 employees,Company - Private,IT Services,Information Technology
Data Analytics Senior Analyst,$41K-$86K (Glassdoor est.),"Citi
3.7","Irving, TX",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance
Business Data Analyst,$41K-$86K (Glassdoor est.),Optum Consumer Solutions Group,"Plano, TX",-1,-1,-1,-1
Client Data Analyst,$41K-$86K (Glassdoor est.),"Mosaic Sales Solutions
3.4","Irving, TX",5001 to 10000 employees,Company - Private,Advertising & Marketing,Business Services
Information Technology Specialist / Data Analyst,$41K-$86K (Glassdoor est.),"One Call Claims, LLC
3.2","Dallas, TX",201 to 500 employees,Company - Private,Insurance Carriers,Insurance
Data Analyst,$41K-$86K (Glassdoor est.),"Prudent Technologies & Consulting
4.2","Grapevine, TX",51 to 200 employees,Company - Private,IT Services,Information Technology
Data Management Analyst,$41K-$86K (Glassdoor est.),"Daylight Solutions
4.7","Dallas, TX",51 to 200 employees,Company - Private,Aerospace & Defense,Aerospace & Defense
Data Import Analyst,$41K-$86K (Glassdoor est.),"LeadsOnline LLC
4.6","Plano, TX",1 to 50 employees,Company - Private,-1,-1
Senior Data Analyst,$41K-$86K (Glassdoor est.),"Excite Health Partners
3.8","Dallas, TX",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services
SAS Data Analyst III(With SOL & Tableau),$41K-$86K (Glassdoor est.),"PROLIM Global Corporation
3.4","Dallas, TX",201 to 500 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology
